txn_id,timestamp,sender_bank,receiver_bank,upi_app,amount,status,merchant,city,category
UPI001280,2026-01-27 15:13:00,Axis,HDFC,AmazonPay,31555.01,FAILED,Narasimhan LLC,Arrah,Bills
UPI001281,2026-01-23 22:14:00,Kotak,BOB,Paytm,40547.31,SUCCESS,Dua Group,Ratlam,Transfer
UPI001282,2026-01-06 05:56:00,Kotak,PNB,GPay,12918.11,REVERSED,Murty-Loke,Rampur,Transport
UPI001283,2026-01-02 12:58:00,ICICI,PNB,PhonePe,16156.32,PENDING,"Tiwari, Narayan and Mitter",Hapur,Food
UPI001284,2026-01-09 12:22:00,ICICI,ICICI,GPay,23780.04,REVERSED,"Barman, Sandhu and Mistry",Amravati,Transfer
UPI001285,2026-01-27 05:06:00,PNB,Axis,BHIM,1097.28,REVERSED,"Singhal, Khare and Murty",Sambalpur,Transport
UPI001286,2026-01-14 15:52:00,SBI,HDFC,AmazonPay,18667.01,SUCCESS,Sarraf-Dass,Hyderabad,Bills
UPI001287,2026-01-08 11:09:00,Kotak,HDFC,Paytm,13475.36,FAILED,Pandey-Jani,Aligarh,Transfer
UPI001288,2026-01-05 02:44:00,ICICI,BOB,GPay,6503.24,PENDING,Dyal-Ravi,Mango,Bills
UPI001289,2026-01-08 19:56:00,ICICI,ICICI,PhonePe,23034.78,FAILED,Raju and Sons,Gandhidham,Transport
UPI001290,2026-01-26 06:35:00,BOB,BOB,Paytm,21833.08,SUCCESS,Grover PLC,Tadipatri,Bills
UPI001291,2026-01-10 16:05:00,Axis,PNB,BHIM,5004.67,REVERSED,Dass and Sons,Sagar,Transport
UPI001292,2026-01-07 01:50:00,Axis,BOB,Paytm,4800.28,PENDING,"Mall, Modi and Prasad",Ramgarh,Bills
UPI001293,2026-01-27 16:32:00,SBI,HDFC,AmazonPay,26710.42,FAILED,Butala and Sons,Kota,Transport
UPI001294,2026-01-19 02:55:00,SBI,PNB,GPay,16999.15,FAILED,Sane-Devi,Khora ,Bills
UPI001295,2026-01-30 18:23:00,HDFC,Axis,GPay,10569.5,PENDING,Shukla-Wagle,Uluberia,Shopping
UPI001296,2026-01-20 04:38:00,HDFC,HDFC,BHIM,,SUCCESS,Dalal-Bajaj,Eluru,Bills
UPI001297,2026-01-19 09:47:00,BOB,BOB,PhonePe,17320.88,FAILED,Iyengar-Dasgupta,Guntakal,Shopping
UPI001298,2026-01-30 18:08:00,PNB,Axis,BHIM,-25353.45,SUCCESS,"Yadav, Goswami and Garg",Srinagar,Shopping
UPI001299,2026-01-21 11:48:00,Kotak,ICICI,BHIM,37105.83,PENDING,Aggarwal Ltd,Nangloi Jat,Transfer
UPI001300,2026-01-18 10:51:00,BOB,PNB,PhonePe,5592.49,FAILED,Shan Ltd,Jorhat,Food
UPI001301,2026-01-28 23:13:00,PNB,BOB,BHIM,46709.51,REVERSED,"Dyal, Dutt and Khare",Tirunelveli,Food
UPI001302,2026-01-03 06:41:00,Kotak,PNB,Paytm,2001.82,PENDING,"Dash, Sama and Date",Satara,Bills
UPI001303,2026-01-09 03:13:00,ICICI,ICICI,BHIM,14814.26,SUCCESS,"Chandran, Seshadri and Sandhu",Darbhanga,Bills
UPI001304,2026-01-02 15:59:00,Kotak,PNB,BHIM,31802.78,FAILED,"Malhotra, Sem and Walia",Secunderabad,Transport
UPI001305,2026-01-20 14:52:00,ICICI,ICICI,BHIM,4737.68,FAILED,"Sarkar, Bhagat and Nadkarni",Bulandshahr,Transfer
UPI001306,2026-01-28 17:34:00,PNB,PNB,PhonePe,2041.64,REVERSED,Sehgal Group,Bhilwara,Transfer
UPI001307,2026-01-20 05:30:00,Axis,SBI,GPay,3947.46,PENDING,Patil LLC,Ambarnath,Food
UPI001308,2026-01-12 21:03:00,ICICI,Kotak,AmazonPay,21677.43,FAILED,"Atwal, Thakkar and Pau",Moradabad,Food
UPI001309,2026-01-09 10:50:00,ICICI,Kotak,PhonePe,23651.19,REVERSED,Toor-Deol,Purnia,Transport
UPI001310,2026-01-19 20:33:00,PNB,HDFC,Paytm,-13641.24,PENDING,Borde LLC,Visakhapatnam,Bills
UPI001311,2026-01-01 19:44:00,PNB,ICICI,GPay,48795.12,SUCCESS,Joshi-Prakash,Rajpur Sonarpur,Transfer
UPI001312,2026-01-29 21:20:00,Kotak,ICICI,AmazonPay,35604.56,REVERSED,Kulkarni and Sons,Agartala,Bills
UPI001313,2026-01-21 05:23:00,HDFC,Axis,BHIM,638.24,FAILED,Randhawa LLC,Medininagar,Transfer
UPI001314,2026-01-27 00:01:00,SBI,PNB,BHIM,33652.57,PENDING,"Jayaraman, Dani and De",Tadepalligudem,Food
UPI001315,2026-01-15 08:25:00,Axis,PNB,BHIM,49243.58,SUCCESS,Kar-De,Bidar,Transport
UPI001316,2026-01-02 01:34:00,BOB,ICICI,AmazonPay,8345.05,REVERSED,Sampath-Bava,Berhampur,Transport
UPI001317,2026-01-06 14:53:00,SBI,Axis,GPay,26884.26,FAILED,Madan-Ramesh,Narasaraopet,Food
UPI001318,2026-01-19 06:07:00,Kotak,Axis,Paytm,8939.34,FAILED,"Zachariah, Bedi and Venkatesh",Kharagpur,Bills
UPI001319,2026-01-29 19:32:00,BOB,PNB,Paytm,13951.2,REVERSED,Dewan-Nigam,Jodhpur,Transport
UPI001320,2026-01-21 10:55:00,HDFC,BOB,GPay,24746.71,REVERSED,Chandra Inc,Meerut,Shopping
UPI000685,2026-01-05 11:23:00,Axis,Kotak,BHIM,38149.12,REVERSED,Balakrishnan-Venkataraman,Katni,Bills
UPI001322,2026-01-23 21:48:00,SBI,Kotak,AmazonPay,1461.76,REVERSED,Goyal-De,Kulti,Food
UPI001323,2026-01-05 03:21:00,ICICI,SBI,AmazonPay,12504.54,REVERSED,Palan PLC,Sultan Pur Majra,Transfer
UPI001324,2026-01-11 21:23:00,HDFC,Axis,GPay,9659.65,PENDING,Sem-Mandal,Saharsa,Transport
UPI001325,2026-01-12 03:39:00,PNB,Kotak,BHIM,44723.34,FAILED,Dugar LLC,Bhagalpur,Transport
UPI001326,2026-01-16 01:49:00,BOB,HDFC,GPay,25015.74,REVERSED,Sampath Inc,Deoghar,Food
UPI000067,2026-01-22 09:35:00,BOB,Axis,PhonePe,34104.36,REVERSED,Srinivasan-Kant,Panchkula,Shopping
UPI001328,2026-01-25 07:27:00,PNB,SBI,BHIM,26871.7,REVERSED,"Tripathi, Garg and Dyal",Narasaraopet,Food
UPI001329,2026-01-17 12:54:00,Axis,PNB,AmazonPay,19925.85,REVERSED,Shan LLC,Tadepalligudem,Bills
UPI001330,2026-01-27 09:18:00,BOB,BOB,PhonePe,5190.11,FAILED,Rao-Thaman,Bihar Sharif,Shopping
UPI001331,2026-01-10 13:28:00,ICICI,SBI,Paytm,16998.33,SUCCESS,Padmanabhan Group,Davanagere,Bills
UPI001332,2026-01-14 10:32:00,PNB,Axis,Paytm,24583.93,REVERSED,"Borde, Bora and Garg",Jaipur,Shopping
UPI001333,2026-01-14 03:02:00,SBI,HDFC,Paytm,29725.46,PENDING,Mittal-Bakshi,Pune,Shopping
UPI001334,2026-01-21 00:26:00,PNB,ICICI,GPay,35794.68,FAILED,"Sarraf, Mittal and Bhatnagar",Guwahati,Transport
UPI001335,2026-01-10 15:11:00,Kotak,ICICI,GPay,42958.79,SUCCESS,Guha-Mann,Dewas,Shopping
UPI001336,2026-01-22 16:58:00,Kotak,HDFC,Paytm,25434.49,FAILED,Gole and Sons,Hyderabad,Transfer
UPI001337,2026-01-23 02:01:00,PNB,HDFC,AmazonPay,15721.67,REVERSED,"Manne, Shere and Sodhi",Rewa,Transport
UPI001338,2026-01-11 05:34:00,ICICI,HDFC,GPay,18999.82,FAILED,Luthra-Radhakrishnan,Asansol,Shopping
UPI001339,2026-01-23 16:48:00,Axis,Kotak,PhonePe,36440.8,FAILED,Cherian-Halder,Udupi,Transport
UPI001340,2026-01-24 02:14:00,SBI,ICICI,AmazonPay,1651.7,SUCCESS,"Atwal, Pant and Wadhwa",Khora ,Food
UPI001341,2026-01-09 07:32:00,PNB,PNB,GPay,26152.21,FAILED,Guha Inc,Chandigarh,Bills
UPI001342,2026-01-09 15:32:00,PNB,BOB,PhonePe,48969.08,FAILED,Dixit-Wadhwa,Giridih,Transfer
UPI001343,2026-01-22 17:19:00,Axis,SBI,AmazonPay,10394.52,SUCCESS,"Mand, Ahluwalia and Shetty",Panvel,Shopping
UPI001344,2026-01-22 15:57:00,HDFC,SBI,AmazonPay,3662.0,FAILED,"Dugar, Baral and Ghose",Bulandshahr,Transfer
UPI001345,2026-01-06 01:48:00,PNB,Axis,GPay,28470.77,REVERSED,Puri Ltd,Guna,Food
UPI001346,2026-01-15 22:57:00,Kotak,Axis,AmazonPay,20364.37,PENDING,"Virk, Sethi and Hayre",Indore,Shopping
UPI001347,2026-01-23 21:28:00,ICICI,PNB,BHIM,26614.18,SUCCESS,Gupta-Nagi,Karimnagar,Transport
UPI001348,2026-01-08 10:10:00,HDFC,SBI,BHIM,15967.19,PENDING,"Padmanabhan, Sangha and Prabhakar",Bongaigaon,Food
UPI001349,2026-01-09 07:30:00,HDFC,BOB,PhonePe,22165.48,FAILED,"Sridhar, Narasimhan and Sundaram",Junagadh,Transport
UPI001350,2026-01-14 15:44:00,Kotak,HDFC,AmazonPay,15276.14,FAILED,"Sachdeva, Dara and Yadav",Nagaon,Shopping
UPI001351,2026-01-28 18:25:00,PNB,HDFC,Paytm,38322.21,REVERSED,"Rana, Amble and Biswas",Srinagar,Transfer
UPI001352,2026-01-22 11:31:00,BOB,BOB,Paytm,38989.95,PENDING,Bumb-Dass,Junagadh,Transport
UPI001353,2026-01-15 00:26:00,Axis,Kotak,BHIM,36338.21,REVERSED,Bhalla-Mall,Dibrugarh,Food
UPI001354,2026-01-07 08:50:00,Axis,BOB,Paytm,20210.01,SUCCESS,"Batra, Kapoor and Pal",Alappuzha,Transport
UPI001355,2026-01-15 15:32:00,Axis,BOB,BHIM,35836.47,PENDING,Barad Ltd,Gopalpur,Transfer
UPI001356,2026-01-13 11:14:00,SBI,SBI,GPay,9980.61,FAILED,Sabharwal-Arora,Bidar,Shopping
UPI001357,2026-01-03 02:14:00,BOB,PNB,BHIM,47075.29,REVERSED,Chandran and Sons,Korba,Transport
UPI001358,2026-01-30 02:38:00,ICICI,ICICI,AmazonPay,30339.18,PENDING,Balasubramanian LLC,Kollam,Bills
UPI001359,2026-01-15 18:29:00,BOB,PNB,BHIM,5560.43,FAILED,Khare-Pathak,Panihati,Transport
UPI001360,2026-01-15 22:05:00,Kotak,Kotak,Paytm,28708.67,PENDING,Andra Group,Visakhapatnam,Food
UPI001361,2026-01-15 06:55:00,BOB,ICICI,BHIM,38497.59,FAILED,Gupta-Lalla,Sambhal,Transport
UPI001362,2026-01-12 18:55:00,ICICI,Kotak,PhonePe,11391.84,FAILED,Pant and Sons,Panihati,Food
UPI001363,2026-01-25 01:09:00,SBI,Kotak,Paytm,21372.27,SUCCESS,"Krishna, Varghese and Patla",Mau,Transfer
UPI001364,2026-01-25 12:31:00,Axis,ICICI,AmazonPay,1613.88,PENDING,Khosla-Bhargava,Jalgaon,Food
UPI001365,2026-01-25 04:49:00,HDFC,BOB,AmazonPay,28269.69,SUCCESS,Das Ltd,Ghaziabad,Transfer
UPI001366,2026-01-20 14:42:00,BOB,ICICI,BHIM,30505.47,REVERSED,Sawhney and Sons,Bathinda,Transport
UPI001367,2026-01-25 00:24:00,BOB,PNB,BHIM,3660.56,SUCCESS,Hayer Group,Deoghar,Bills
UPI001368,2026-01-11 06:00:00,ICICI,Axis,GPay,-327.63,PENDING,"Babu, Sarin and Bora",Ramagundam,Transport
UPI001369,2026-01-10 02:48:00,BOB,BOB,AmazonPay,38391.26,PENDING,Divan Ltd,Jammu,Transfer
UPI001370,2026-01-02 04:38:00,Kotak,Kotak,PhonePe,38651.87,FAILED,Batta and Sons,Mau,Transfer
UPI001371,2026-01-30 22:53:00,HDFC,HDFC,Paytm,3472.65,FAILED,"Karan, Date and Gade",Howrah,Bills
UPI001372,2026-01-02 05:48:00,HDFC,Axis,PhonePe,11656.61,REVERSED,Nagarajan-Misra,Shimla,Food
UPI001373,2026-01-21 08:02:00,Axis,Axis,GPay,37199.68,FAILED,Solanki-Wason,Pallavaram,Bills
UPI001374,2026-01-27 07:39:00,PNB,Kotak,PhonePe,6241.22,FAILED,Bhatt PLC,Orai,Transport
UPI001375,2026-01-15 10:07:00,Axis,HDFC,GPay,24460.53,SUCCESS,"Seshadri, Bhatt and Purohit",Agartala,Transfer
UPI001376,2026-01-01 07:55:00,Axis,BOB,BHIM,12771.67,REVERSED,"Bhalla, Tripathi and Rana",Guntakal,Food
UPI001377,2026-01-30 16:09:00,ICICI,HDFC,PhonePe,47287.13,REVERSED,"Wable, Badal and Bora",Mahbubnagar,Bills
UPI000563,2026-01-12 07:58:00,HDFC,Kotak,PhonePe,36484.16,FAILED,Raghavan-Nagi,Shivpuri,Transfer
UPI001379,2026-01-10 13:11:00,BOB,PNB,Paytm,34756.56,PENDING,Khalsa-Chopra,Ozhukarai,Transfer
UPI001380,2026-01-07 21:20:00,PNB,BOB,GPay,7882.56,PENDING,Sen-Bhatti,Surat,Food
UPI001381,2026-01-17 23:36:00,BOB,ICICI,AmazonPay,1508.71,PENDING,"Ray, Wason and Garde",Bhavnagar,Food
UPI001382,2026-01-07 13:39:00,Axis,SBI,AmazonPay,16585.79,REVERSED,"Mohanty, Rajan and Minhas",Karimnagar,Transfer
UPI001383,2026-01-11 03:14:00,SBI,Axis,PhonePe,8495.31,SUCCESS,Pandya-Borah,Sirsa,Bills
UPI001384,2026-01-28 10:55:00,BOB,PNB,PhonePe,20759.69,PENDING,Nazareth-Bajwa,Danapur,Bills
UPI001385,2026-01-17 15:18:00,Kotak,PNB,PhonePe,45145.12,REVERSED,Kohli-Desai,Thiruvananthapuram,Bills
UPI001386,2026-01-06 21:47:00,BOB,HDFC,GPay,42599.9,SUCCESS,"Kannan, Nadkarni and Hora",Karimnagar,Food
UPI001387,2026-01-12 09:47:00,HDFC,PNB,Paytm,14122.17,PENDING,Goswami LLC,Tiruvottiyur,Bills
UPI001388,2026-01-06 23:51:00,ICICI,Axis,Paytm,26000.65,FAILED,Bava PLC,Bareilly,Transfer
UPI001389,2026-01-29 18:10:00,SBI,BOB,GPay,42538.91,FAILED,Choudhary-Sathe,Loni,Food
UPI001390,2026-01-15 16:17:00,SBI,Kotak,BHIM,1715.36,REVERSED,"Gara, Oommen and Patel",Mangalore,Shopping
UPI001391,2026-01-10 18:39:00,Axis,Kotak,Paytm,43477.6,REVERSED,Bakshi PLC,Vijayanagaram,Food
UPI001392,2026-01-09 11:30:00,ICICI,ICICI,BHIM,32776.47,REVERSED,"Raju, Arora and Bhalla",Ahmedabad,Food
UPI001393,2026-01-17 15:08:00,Axis,PNB,PhonePe,17125.33,FAILED,"Venkatesh, Golla and Narang",Alappuzha,Food
UPI001394,2026-01-14 10:59:00,HDFC,BOB,Paytm,22877.1,PENDING,Talwar-Sarraf,Erode,Bills
UPI001395,2026-01-23 23:17:00,HDFC,Axis,AmazonPay,49215.74,FAILED,"Kunda, Wason and Korpal",Bulandshahr,Transport
UPI001396,2026-01-17 02:35:00,Kotak,Kotak,GPay,,SUCCESS,Dhingra-Lall,Bhiwani,Transfer
UPI001397,2026-01-18 01:01:00,HDFC,SBI,GPay,11528.87,FAILED,"Bobal, Amble and Kara",Gudivada,Transport
UPI001398,2026-01-03 05:25:00,Axis,ICICI,BHIM,47756.97,REVERSED,Chaudhuri-Borah,Tenali,Bills
UPI001399,2026-01-12 10:31:00,PNB,Kotak,Paytm,-6814.63,FAILED,"Bhat, Parmar and Upadhyay",Shimoga,Transfer
UPI001400,2026-01-22 21:18:00,BOB,HDFC,GPay,3350.07,REVERSED,Issac-Dara,Rajahmundry,Transport
UPI001401,2026-01-04 05:02:00,HDFC,ICICI,GPay,19556.07,REVERSED,Dey-Verma,Nagpur,Food
UPI001402,2026-01-07 11:32:00,PNB,ICICI,Paytm,29300.63,SUCCESS,"Palan, Kale and Chauhan",Mehsana,Food
UPI001403,2026-01-11 13:36:00,PNB,Axis,Paytm,26216.81,SUCCESS,"Deo, Devan and Gill",Jalgaon,Transfer
UPI001404,2026-01-16 12:52:00,ICICI,SBI,BHIM,22723.83,PENDING,"Shroff, Rau and Gour",Bihar Sharif,Food
UPI001405,2026-01-23 04:15:00,BOB,ICICI,GPay,21301.27,SUCCESS,"Chana, Sheth and Buch",Howrah,Food
UPI001406,2026-01-23 12:09:00,BOB,PNB,BHIM,30169.77,REVERSED,"Behl, Patel and Sama",Chandrapur,Food
UPI001407,2026-01-13 13:19:00,ICICI,PNB,AmazonPay,43259.71,PENDING,Sehgal-Munshi,Secunderabad,Bills
UPI001408,2026-01-23 02:20:00,HDFC,Kotak,BHIM,-12569.94,FAILED,Gole Ltd,Sangli-Miraj & Kupwad,Transfer
UPI001409,2026-01-23 04:52:00,Kotak,Kotak,AmazonPay,13295.05,REVERSED,"Naidu, Chand and Desai",Malda,Transfer
UPI001410,2026-01-27 20:48:00,BOB,BOB,PhonePe,46262.9,SUCCESS,Venkataraman-Madan,Madurai,Food
UPI001411,2026-01-28 11:31:00,Axis,BOB,BHIM,11938.33,SUCCESS,Sahni-Hora,Bhusawal,Shopping
UPI001412,2026-01-02 16:42:00,Axis,BOB,BHIM,22017.85,SUCCESS,"Dave, Raj and Khalsa",Tirupati,Transport
UPI001413,2026-01-19 18:10:00,BOB,SBI,BHIM,1216.98,PENDING,Sachdeva-Radhakrishnan,Thane,Shopping
UPI001414,2026-01-21 07:09:00,BOB,SBI,Paytm,17209.05,REVERSED,Bansal-Ray,Ulhasnagar,Shopping
UPI001415,2026-01-30 12:06:00,ICICI,PNB,BHIM,8038.0,PENDING,Barad Inc,Shimoga,Transport
UPI001416,2026-01-11 08:34:00,ICICI,BOB,Paytm,42833.75,SUCCESS,Gulati-Ahluwalia,Amaravati,Food
UPI001417,2026-01-18 10:00:00,HDFC,ICICI,BHIM,15653.09,PENDING,Shukla LLC,Chinsurah,Shopping
UPI001418,2026-01-15 16:32:00,SBI,SBI,GPay,44790.05,PENDING,"Suresh, Oak and Pandit",Kamarhati,Transfer
UPI001419,2026-01-19 02:41:00,Kotak,PNB,PhonePe,28028.66,FAILED,Venkataraman-Goswami,Hubli–Dharwad,Food
UPI001420,2026-01-12 23:40:00,HDFC,PNB,Paytm,29902.49,PENDING,Kakar LLC,Hindupur,Bills
UPI001421,2026-01-14 09:01:00,Kotak,Kotak,PhonePe,19268.16,PENDING,Gola Ltd,Malegaon,Transport
UPI001422,2026-01-13 11:02:00,SBI,Axis,GPay,2048.23,FAILED,Desai Inc,Muzaffarnagar,Transport
UPI001423,2026-01-14 12:10:00,HDFC,SBI,AmazonPay,22023.39,REVERSED,Rau Ltd,Phagwara,Bills
UPI001424,2026-01-24 14:25:00,Kotak,Axis,AmazonPay,27565.8,REVERSED,Dyal-Gandhi,Alappuzha,Shopping
UPI001425,2026-01-17 20:23:00,ICICI,HDFC,Paytm,49095.99,PENDING,"Gulati, Nagy and Sridhar",Saharanpur,Food
UPI001426,2026-01-12 05:40:00,BOB,Kotak,AmazonPay,6733.3,FAILED,Bhatnagar Inc,Kirari Suleman Nagar,Food
UPI001427,2026-01-15 06:24:00,SBI,BOB,AmazonPay,39213.09,FAILED,Gopal-Toor,Guntakal,Shopping
UPI001428,2026-01-22 04:13:00,ICICI,Kotak,PhonePe,32251.85,REVERSED,Din Inc,Mirzapur,Transfer
UPI001429,2026-01-02 00:09:00,Kotak,Axis,AmazonPay,29557.24,SUCCESS,Sawhney-Chandran,Chandigarh,Shopping
UPI001430,2026-01-13 13:33:00,Kotak,ICICI,PhonePe,35318.39,REVERSED,Rege-Bir,Amritsar,Bills
UPI001431,2026-01-21 13:49:00,ICICI,Kotak,Paytm,47137.98,PENDING,Oak LLC,Thrissur,Transport
UPI001432,2026-01-25 13:24:00,PNB,Kotak,Paytm,43799.68,SUCCESS,"Ganesan, Rajagopalan and Balasubramanian",Gulbarga,Transfer
UPI001433,2026-01-04 05:33:00,Kotak,SBI,AmazonPay,37725.77,REVERSED,"Rau, Golla and Kata",Hospet,Transport
UPI001434,2026-01-09 03:53:00,BOB,HDFC,PhonePe,12447.49,REVERSED,Johal Group,Rajahmundry,Food
UPI001435,2026-01-18 15:11:00,BOB,Axis,BHIM,4717.13,REVERSED,"De, Sabharwal and Kata",Chandigarh,Transport
UPI001436,2026-01-20 14:04:00,ICICI,Axis,PhonePe,9157.65,FAILED,"Kant, Sehgal and Gala",Jalna,Shopping
UPI001437,2026-01-16 11:03:00,Axis,BOB,PhonePe,11339.74,PENDING,"Malhotra, Chakraborty and Vora",Davanagere,Food
UPI001438,2026-01-05 08:18:00,HDFC,SBI,AmazonPay,3054.44,SUCCESS,Nayak and Sons,Raichur,Food
UPI001439,2026-01-18 01:25:00,BOB,SBI,GPay,15320.13,FAILED,Char Group,Nanded,Transfer
UPI001440,2026-01-08 00:56:00,Kotak,ICICI,AmazonPay,26765.35,FAILED,Sheth-Mallick,Gandhidham,Bills
UPI001441,2026-01-21 06:10:00,SBI,Kotak,PhonePe,43984.8,SUCCESS,Deol Inc,Udaipur,Shopping
UPI001442,2026-01-08 14:49:00,SBI,Axis,GPay,5397.67,FAILED,Loke Group,Moradabad,Transfer
UPI001443,2026-01-18 16:43:00,BOB,Axis,PhonePe,46891.53,SUCCESS,Verma LLC,Korba,Shopping
UPI001444,2026-01-19 09:35:00,SBI,ICICI,PhonePe,7077.66,REVERSED,Kanda Inc,Panvel,Transfer
UPI001445,2026-01-24 23:59:00,Kotak,Kotak,AmazonPay,25996.99,REVERSED,Raja-Ganesh,Unnao,Transfer
UPI001446,2026-01-14 07:59:00,PNB,Axis,BHIM,14135.25,REVERSED,Grewal-Patla,Kirari Suleman Nagar,Bills
UPI001447,2026-01-28 17:54:00,Axis,ICICI,BHIM,1201.47,PENDING,Suri-Nori,Kadapa,Food
UPI001448,2026-01-27 17:40:00,PNB,Kotak,AmazonPay,2091.21,FAILED,Murthy-Devi,Sultan Pur Majra,Shopping
UPI001449,2026-01-14 18:53:00,Axis,HDFC,Paytm,,SUCCESS,"Desai, Guha and Ganesh",Medininagar,Bills
UPI001450,2026-01-03 00:50:00,HDFC,SBI,BHIM,26203.98,FAILED,Mann-Kalla,Guntur,Transport
UPI001451,2026-01-30 03:30:00,Kotak,SBI,PhonePe,3657.44,REVERSED,Mittal-Koshy,Chandigarh,Transport
UPI001452,2026-01-16 01:16:00,HDFC,Axis,GPay,5825.39,PENDING,"Viswanathan, Mani and Balan",Nellore,Bills
UPI001453,2026-01-20 05:51:00,PNB,Kotak,Paytm,7092.05,FAILED,"Naik, Jaggi and Sarraf",Nanded,Shopping
UPI001454,2026-01-09 14:58:00,BOB,BOB,BHIM,521.27,PENDING,Tara Group,Muzaffarnagar,Transfer
UPI001419,2026-01-11 03:32:00,SBI,PNB,PhonePe,19779.47,SUCCESS,"Oak, Singh and Puri",Guwahati,Transport
UPI001456,2026-01-12 16:09:00,PNB,PNB,BHIM,24431.95,PENDING,Om LLC,Buxar,Transfer
UPI001457,2026-01-18 23:20:00,BOB,HDFC,PhonePe,42776.85,REVERSED,"Raju, Oza and Dar",Guna,Transport
UPI001458,2026-01-11 09:44:00,SBI,BOB,BHIM,49777.97,FAILED,Behl PLC,Tezpur,Food
UPI001459,2026-01-20 22:31:00,PNB,HDFC,BHIM,40322.39,SUCCESS,Bhatti and Sons,Ulhasnagar,Transfer
UPI001460,2026-01-26 21:16:00,SBI,HDFC,Paytm,9456.58,PENDING,Mann-Dhillon,Vasai-Virar,Transport
UPI001461,2026-01-07 23:13:00,ICICI,Kotak,PhonePe,10040.46,FAILED,"Toor, Sant and Gokhale",Bulandshahr,Transport
UPI001462,2026-01-21 01:10:00,SBI,BOB,GPay,-16801.07,PENDING,Rege-Parmer,Amravati,Transfer
UPI001463,2026-01-03 23:08:00,Axis,Kotak,AmazonPay,27360.7,SUCCESS,Biswas and Sons,Sambalpur,Transfer
UPI001464,2026-01-05 17:22:00,PNB,HDFC,PhonePe,36206.73,REVERSED,Panchal PLC,Nashik,Food
UPI001465,2026-01-11 05:14:00,BOB,PNB,PhonePe,40687.17,SUCCESS,"Vasa, Balay and Venkataraman",Bharatpur,Food
UPI001466,2026-01-13 20:31:00,PNB,Kotak,BHIM,45541.46,REVERSED,"Rege, Nayar and Sachar",Kavali,Transport
UPI001467,2026-01-21 16:57:00,Axis,HDFC,BHIM,30634.3,PENDING,"Divan, Kannan and Gour",Bahraich,Transport
UPI001468,2026-01-12 16:56:00,HDFC,ICICI,PhonePe,31858.29,REVERSED,"Kurian, Randhawa and Sahni",Vasai-Virar,Shopping
UPI001469,2026-01-11 07:55:00,Axis,HDFC,Paytm,23002.0,FAILED,Savant-Dube,Nanded,Bills
UPI001470,2026-01-18 16:16:00,Axis,ICICI,Paytm,20892.1,PENDING,"Wali, Dube and Narula",Berhampur,Bills
UPI001471,2026-01-26 20:49:00,HDFC,BOB,AmazonPay,26501.54,PENDING,"Gopal, Anand and Joshi",Guntur,Bills
UPI001472,2026-01-10 17:12:00,Axis,HDFC,BHIM,38201.19,SUCCESS,Mittal LLC,Karimnagar,Transfer
UPI001473,2026-01-29 09:07:00,Axis,SBI,GPay,15023.01,FAILED,"Loyal, Patil and Balasubramanian",Imphal,Shopping
UPI001474,2026-01-09 04:57:00,Axis,SBI,GPay,7844.4,REVERSED,Keer Group,Bhiwani,Transfer
UPI001475,2026-01-08 02:14:00,PNB,Axis,AmazonPay,13673.27,FAILED,Boase-Hora,Bihar Sharif,Transport
UPI001476,2026-01-23 03:35:00,ICICI,Kotak,AmazonPay,23434.3,SUCCESS,Chakraborty-Maharaj,Alwar,Food
UPI001477,2026-01-03 09:37:00,ICICI,BOB,PhonePe,,PENDING,Arya LLC,Mangalore,Shopping
UPI001478,2026-01-17 12:25:00,Kotak,ICICI,AmazonPay,7538.64,REVERSED,Choudhary-Bhatti,Ahmedabad,Bills
UPI001479,2026-01-08 06:33:00,HDFC,HDFC,BHIM,8769.15,SUCCESS,Sabharwal Ltd,Thanjavur,Transfer
UPI001480,2026-01-13 19:10:00,PNB,BOB,GPay,20489.9,SUCCESS,Amble Group,Dindigul,Transport
UPI001481,2026-01-18 08:05:00,Axis,Axis,BHIM,,FAILED,Goswami-Prasad,Katihar,Food
UPI001482,2026-01-27 00:40:00,HDFC,Axis,PhonePe,49388.77,REVERSED,Bansal-Nanda,Amroha,Transfer
UPI001483,2026-01-09 01:35:00,HDFC,Kotak,Paytm,16995.43,REVERSED,Savant-Varkey,Shimla,Transport
UPI001484,2026-01-29 20:44:00,ICICI,ICICI,PhonePe,46752.09,PENDING,Sengupta-Bhandari,Bathinda,Transfer
UPI001485,2026-01-08 16:39:00,ICICI,BOB,Paytm,24742.55,FAILED,"Deol, Kade and Kaur",Raipur,Transfer
UPI001486,2026-01-08 14:16:00,SBI,PNB,GPay,26026.38,PENDING,Sekhon and Sons,Kavali,Shopping
UPI001487,2026-01-30 21:17:00,Axis,PNB,PhonePe,,PENDING,Kara Group,Tadepalligudem,Transfer
UPI001488,2026-01-27 02:34:00,SBI,ICICI,BHIM,-43603.28,FAILED,Sani-Mutti,Siwan,Bills
UPI001489,2026-01-16 06:36:00,ICICI,BOB,AmazonPay,1808.8,REVERSED,Lad LLC,Tiruppur,Bills
UPI001490,2026-01-09 18:42:00,Axis,ICICI,Paytm,6625.68,SUCCESS,Tandon Ltd,Tezpur,Bills
UPI001491,2026-01-24 03:44:00,SBI,SBI,GPay,4248.92,SUCCESS,Bora LLC,Haridwar,Transport
